,alpha,deltas,filename,filter,h,l,language,mean,optimization,s,trimmed_mean,variance,experiment,width,height,id
575,,"0    950007
1    958413
2    916644
3    979919
4    988619
dtype: float64",fixed 244x244 (511702305).bmp,blur,,,asm1,958720.4,3,,958720.4,797437048.8000488,fixed,244,244,511702305
576,,"0    664009
1    635219
2    882259
3    635912
4    636742
dtype: float64",random1 200x200 (201690613).bmp,blur,,,asm1,690828.2,3,,690828.2,11599627463.699951,random1,200,200,201690613
577,,"0    1471451
1    1150931
2    1151599
3    1157814
4    1290051
dtype: float64",fixed 268x268 (805750846).bmp,blur,,,asm1,1244369.2,3,,1244369.2,19620445154.19995,fixed,268,268,805750846
578,,"0    294921
1    295757
2    293657
3    294524
4    295378
dtype: float64",fixed 136x136 (635723058).bmp,blur,,,asm1,294847.4,3,,294847.4,658991.3000030518,fixed,136,136,635723058
579,,"0    635857
1    634087
2    635790
3    637103
4    632484
dtype: float64",random1 200x200 (971899228).bmp,blur,,,asm1,635064.2,3,,635064.2,3231093.700012207,random1,200,200,971899228
580,,"0    634321
1    641632
2    635643
3    882778
4    632487
dtype: float64",random1 200x200 (846942590).bmp,blur,,,asm1,685372.2,3,,685372.2,12189579425.699951,random1,200,200,846942590
581,,"0    938919
1    638821
2    636901
3    632890
4    668801
dtype: float64",random2 200x200 (1711667133).bmp,blur,,,asm1,703266.4,3,,703266.4,17557606314.80005,random2,200,200,1711667133
582,,"0    635619
1    636855
2    633885
3    806380
4    635708
dtype: float64",random1 200x200 (1548233367).bmp,blur,,,asm1,669689.4,3,,669689.4,5839975178.300049,random1,200,200,1548233367
583,,"0    632792
1    634053
2    632722
3    695774
4    632066
dtype: float64",random1 200x200 (593209441).bmp,blur,,,asm1,645481.4,3,,645481.4,790937514.7999878,random1,200,200,593209441
584,,"0     632777
1     632069
2    1227680
3     634166
4     633134
dtype: float64",random1 200x200 (1335939811).bmp,blur,,,asm1,751965.2,3,,751965.2,70720750586.69995,random1,200,200,1335939811
585,,"0     635384
1     632252
2     637002
3    8881967
4     745709
dtype: float64",random2 200x200 (75172477).bmp,blur,,,asm1,2306462.8,3,,2306462.8,13513948357453.7,random2,200,200,75172477
586,,"0     638611
1     637264
2     636367
3    1333579
4     636236
dtype: float64",random2 200x200 (1395739259).bmp,blur,,,asm1,776411.4,3,,776411.4,97012065098.30005,random2,200,200,1395739259
587,,"0    640166
1    634346
2    635323
3    634706
4    633091
dtype: float64",random1 200x200 (555996658).bmp,blur,,,asm1,635526.4,3,,635526.4,7391208.299987793,random1,200,200,555996658
588,,"0    849355
1    634438
2    630274
3    612736
4    672249
dtype: float64",random1 200x200 (337739299).bmp,blur,,,asm1,679810.4,3,,679810.4,9453507725.300049,random1,200,200,337739299
589,,"0    634462
1    679240
2    635384
3    636999
4    611486
dtype: float64",random1 200x200 (1801979802).bmp,blur,,,asm1,639514.2,3,,639514.2,603157172.2000122,random1,200,200,1801979802
590,,"0    639060
1    636364
2    634740
3    671356
4    638299
dtype: float64",random1 200x200 (387346491).bmp,blur,,,asm1,643963.8,3,,643963.8,237326320.2000122,random1,200,200,387346491
591,,"0    645723
1    634920
2    646914
3    635851
4    632420
dtype: float64",random1 200x200 (1649760492).bmp,blur,,,asm1,639165.6,3,,639165.6,44388002.29998779,random1,200,200,1649760492
592,,"0    650284
1    632365
2    632264
3    631852
4    633558
dtype: float64",random2 200x200 (1812101828).bmp,blur,,,asm1,636064.6,3,,636064.6,63587994.79998779,random2,200,200,1812101828
593,,"0    631400
1    636202
2    633992
3    661942
4    632890
dtype: float64",random2 200x200 (1249410364).bmp,blur,,,asm1,639285.2,3,,639285.2,163482409.2000122,random2,200,200,1249410364
594,,"0    636266
1    638021
2    634310
3    631287
4    680996
dtype: float64",random2 200x200 (1136367389).bmp,blur,,,asm1,644176.0,3,,644176.0,429907200.5,random2,200,200,1136367389
595,,"0    636553
1    633775
2    634694
3    633497
4    639468
dtype: float64",random2 200x200 (730463925).bmp,blur,,,asm1,635597.4,3,,635597.4,6110917.299987793,random2,200,200,730463925
596,,"0    7876
1    8377
2    7656
3    8318
4    9338
dtype: float64",fixed 20x20 (1957747793).bmp,blur,,,asm1,8313.0,3,,8313.0,419341.0,fixed,20,20,1957747793
597,,"0    10504
1    11133
2    10809
3    10910
4    10791
dtype: float64",fixed 24x24 (424238335).bmp,blur,,,asm1,10829.4,3,,10829.4,51611.30000001192,fixed,24,24,424238335
598,,"0    1500509
1    1744536
2    1501385
3    1499227
4    1501651
dtype: float64",fixed 308x308 (610515434).bmp,blur,,,asm1,1549461.6,3,,1549461.6,11892776639.799805,fixed,308,308,610515434
599,,"0    643116
1    636575
2    632871
3    632120
4    636220
dtype: float64",random2 200x200 (1560034298).bmp,blur,,,asm1,636180.4,3,,636180.4,18924700.299987793,random2,200,200,1560034298
600,,"0     1119546
1    10073069
2     1082704
3     1081734
4     1084002
dtype: float64",random2 200x200 (1309478823).bmp,blur,,,c,2888211.0,3,,2888211.0,16132186289162.0,random2,200,200,1309478823
601,,"0     1083431
1     1089784
2    11836695
3     1083373
4     1089396
dtype: float64",random1 200x200 (776532036).bmp,blur,,,c,3236535.8,3,,3236535.8,23113365299994.7,random1,200,200,776532036
602,,"0    2872920
1    2808287
2    2886813
3    2787102
4    2869281
dtype: float64",fixed 320x320 (760313750).bmp,blur,,,c,2844880.6,3,,2844880.6,1954342955.3007812,fixed,320,320,760313750
603,,"0    957833
1    992905
2    965960
3    986461
4    986397
dtype: float64",fixed 188x188 (1734575198).bmp,blur,,,c,977911.2,3,,977911.2,228971804.19995117,fixed,188,188,1734575198
604,,"0    1137331
1    1080799
2    1080766
3    1082683
4    1105584
dtype: float64",random2 200x200 (1076377804).bmp,blur,,,c,1097432.6,3,,1097432.6,607582637.3000488,random2,200,200,1076377804
605,,"0    1084465
1    1085684
2    1101786
3    1131009
4    1088816
dtype: float64",random1 200x200 (195740084).bmp,blur,,,c,1098352.0,3,,1098352.0,380633573.5,random1,200,200,195740084
606,,"0    1315318
1    1087372
2    1184907
3    1119211
4    1081007
dtype: float64",random2 200x200 (2067038044).bmp,blur,,,c,1157563.0,3,,1157563.0,9473201970.5,random2,200,200,2067038044
607,,"0    2682118
1    1082851
2    1080674
3    1083892
4    1089295
dtype: float64",random1 200x200 (1823089412).bmp,blur,,,c,1403766.0,3,,1403766.0,510692524827.5,random1,200,200,1823089412
608,,"0    1535333
1    1084096
2    1102743
3    1083095
4    1080729
dtype: float64",random1 200x200 (927612902).bmp,blur,,,c,1177199.2,3,,1177199.2,40158462554.19995,random1,200,200,927612902
609,,"0    1149532
1    1083086
2    1111882
3    1080549
4    8451322
dtype: float64",random1 200x200 (168002245).bmp,blur,,,c,2575274.2,3,,2575274.2,10790756086875.2,random1,200,200,168002245
610,,"0    1148104
1    2877856
2    1081245
3    1084255
4    1091307
dtype: float64",random1 200x200 (1125898167).bmp,blur,,,c,1456553.4,3,,1456553.4,632027384898.2998,random1,200,200,1125898167
611,,"0    206639
1    206504
2    206776
3    206947
4    207038
dtype: float64",fixed 88x88 (521595368).bmp,blur,,,c,206780.8,3,,206780.8,47630.69999694824,fixed,88,88,521595368
612,,"0    136174
1    112233
2    109022
3    108744
4    109156
dtype: float64",fixed 64x64 (1967513926).bmp,blur,,,c,115065.8,3,,115065.8,141249818.20000076,fixed,64,64,1967513926
613,,"0    10225702
1     1383062
2     1282698
3    12698462
4     1089530
dtype: float64",random2 200x200 (191536171).bmp,blur,,,c,5335890.8,3,,5335890.8,32050628921643.203,random2,200,200,191536171
614,,"0    1082482
1    1085555
2    1092615
3    1093734
4    1430585
dtype: float64",random2 200x200 (663711792).bmp,blur,,,c,1156994.2,3,,1156994.2,23413521846.69995,random2,200,200,663711792
615,,"0    1092751
1    1128561
2    2604267
3    1086084
4    1085519
dtype: float64",random1 200x200 (711845894).bmp,blur,,,c,1399436.4,3,,1399436.4,453945013050.7998,random1,200,200,711845894
616,,"0    1083920
1    1080665
2    1082436
3    1089301
4    1086722
dtype: float64",random2 200x200 (818034604).bmp,blur,,,c,1084608.8,3,,1084608.8,11807854.699951172,random2,200,200,818034604
617,,"0    1297616
1    1132927
2    1082655
3    1084801
4    1080879
dtype: float64",random1 200x200 (1633108117).bmp,blur,,,c,1135775.6,3,,1135775.6,8658568568.800049,random1,200,200,1633108117
618,,"0    1082515
1    1083489
2    1988213
3    1079520
4    1082942
dtype: float64",random2 200x200 (1144991476).bmp,blur,,,c,1263335.8,3,,1263335.8,164204539917.69995,random2,200,200,1144991476
619,,"0     9887526
1     1084396
2     1080641
3    17444802
4     1092400
dtype: float64",random1 200x200 (1956297539).bmp,blur,,,c,6117953.0,3,,6117953.0,54618645021133.0,random1,200,200,1956297539
620,,"0    226856
1    252749
2    218431
3    227442
4    226050
dtype: float64",fixed 92x92 (294702567).bmp,blur,,,c,230305.6,3,,230305.6,170730601.30000305,fixed,92,92,294702567
621,,"0    171179
1    170248
2    169494
3    169782
4    169907
dtype: float64",fixed 80x80 (1303455736).bmp,blur,,,c,170122.0,3,,170122.0,422333.5,fixed,80,80,1303455736
622,,"0    1104326
1    1122813
2    1079792
3    1125765
4    1082381
dtype: float64",random1 200x200 (1975960378).bmp,blur,,,c,1103015.4,3,,1103015.4,469077927.3000488,random1,200,200,1975960378
623,,"0    7882989
1    1081935
2    1083049
3    1089881
4    1119234
dtype: float64",random2 200x200 (335467078).bmp,blur,,,c,2451417.6,3,,2451417.6,9219594536928.8,random2,200,200,335467078
624,,"0    1104305
1    1090467
2    1370003
3    1087936
4    1087625
dtype: float64",random2 200x200 (813833609).bmp,blur,,,c,1148067.2,3,,1148067.2,15439358316.199951,random2,200,200,813833609
625,,"0    390477
1    399959
2    388722
3    389412
4    390300
dtype: float64",fixed 120x120 (468703135).bmp,blur,,,c,391774.0,3,,391774.0,21435714.5,fixed,120,120,468703135
626,,"0     1080995
1    22654617
2     1088416
3     1079301
4     1125827
dtype: float64",random1 200x200 (1520223205).bmp,blur,,,c,5405831.2,3,,5405831.2,92975548315958.2,random1,200,200,1520223205
627,,"0    1104058
1    1082909
2    7211333
3    1132141
4    1081993
dtype: float64",random1 200x200 (269441500).bmp,blur,,,c,2322486.8,3,,2322486.8,7469421755398.2,random1,200,200,269441500
628,,"0    2880969
1    3041298
2    2793225
3    2792129
4    8075923
dtype: float64",fixed 316x316 (1374344043).bmp,blur,,,c,3916708.8,3,,3916708.8,5416264834743.199,fixed,316,316,1374344043
629,,"0    18028711
1     3426765
2     3543736
3     3428352
4     3521603
dtype: float64",fixed 352x352 (1918502651).bmp,blur,,,c,6389833.4,3,,6389833.4,42335158562794.3,fixed,352,352,1918502651
630,,"0     476254
1     471256
2     456371
3    2371067
4     472645
dtype: float64",fixed 132x132 (1315634022).bmp,blur,,,c,849518.6,3,,849518.6,723529333869.3,fixed,132,132,1315634022
631,,"0     1083666
1     1079383
2    21142219
3     1080070
4     1097534
dtype: float64",random1 200x200 (1889947178).bmp,blur,,,c,5096574.4,3,,5096574.4,80457150729146.3,random1,200,200,1889947178
632,,"0    1080210
1    1122107
2    1081117
3    1089417
4    1081001
dtype: float64",random2 200x200 (2081421295).bmp,blur,,,c,1090770.4,3,,1090770.4,320991386.8000488,random2,200,200,2081421295
633,,"0    1079142
1    1087659
2    1080961
3    1087189
4    1085195
dtype: float64",random1 200x200 (1631518149).bmp,blur,,,c,1084029.2,3,,1084029.2,14454362.199951172,random1,200,200,1631518149
634,,"0    289742
1    271895
2    272014
3    272240
4    271931
dtype: float64",fixed 100x100 (336465782).bmp,blur,,,c,275564.4,3,,275564.4,62831852.30000305,fixed,100,100,336465782
635,,"0    1079050
1    1212475
2    1116222
3    1081218
4    1133830
dtype: float64",random2 200x200 (1665194694).bmp,blur,,,c,1124559.0,3,,1124559.0,2958547857.0,random2,200,200,1665194694
636,,"0    1088309
1    1152835
2    1085195
3    1084313
4    1087485
dtype: float64",random1 200x200 (1346811305).bmp,blur,,,c,1099627.4,3,,1099627.4,887354442.8000488,random1,200,200,1346811305
637,,"0    10585754
1     1786516
2     2167545
3     1818718
4     1813254
dtype: float64",fixed 256x256 (1827336327).bmp,blur,,,c,3634357.4,3,,3634357.4,15125233792790.8,fixed,256,256,1827336327
638,,"0    1892397
1    1970153
2    1846927
3    1836756
4    1831402
dtype: float64",fixed 260x260 (572660336).bmp,blur,,,c,1875527.0,3,,1875527.0,3376710710.5,fixed,260,260,572660336
639,,"0     1269873
1     1181008
2     1107754
3    11972862
4     1081038
dtype: float64",random1 200x200 (1120048829).bmp,blur,,,c,3322507.0,3,,3322507.0,23389320014988.0,random1,200,200,1120048829
640,,"0    1433378
1    1091005
2    1107995
3    1092595
4    1086920
dtype: float64",random1 200x200 (822890675).bmp,blur,,,c,1162378.6,3,,1162378.6,23014048167.30005,random1,200,200,822890675
641,,"0    1083367
1    9315783
2    1089524
3    1209902
4    1090006
dtype: float64",random1 200x200 (532670688).bmp,blur,,,c,2757716.4,3,,2757716.4,13442884180462.3,random1,200,200,532670688
642,,"0    5510
1    4509
2    4597
3    4026
4    5089
dtype: float64",fixed 8x8 (846930886).bmp,blur,,,c,4746.2,3,,4746.2,324528.69999999925,fixed,8,8,846930886
643,,"0    1084356
1    2649159
2    1087112
3    1108981
4    1113331
dtype: float64",random2 200x200 (1634660306).bmp,blur,,,c,1408587.8,3,,1408587.8,481107666234.7002,random2,200,200,1634660306
644,,"0    4164975
1    4284719
2    4220220
3    4233704
4    4248934
dtype: float64",fixed 392x392 (1749698586).bmp,blur,,,c,4230510.4,3,,4230510.4,1922245354.3007812,fixed,392,392,1749698586
645,,"0     1410795
1    17161618
2     1083486
3     1081483
4     1090632
dtype: float64",random1 200x200 (1973594324).bmp,blur,,,c,4365602.8,3,,4365602.8,51188015356004.7,random1,200,200,1973594324
646,,"0    1092876
1    1123542
2    1084884
3    1082680
4    1080018
dtype: float64",random1 200x200 (1359512183).bmp,blur,,,c,1092800.0,3,,1092800.0,318383330.0,random1,200,200,1359512183
647,,"0    1112745
1    1083330
2    1371346
3    1121003
4    1087839
dtype: float64",random1 200x200 (570073850).bmp,blur,,,c,1155252.6,3,,1155252.6,14848435634.300049,random1,200,200,570073850
648,,"0     629761
1     637759
2    8074047
3     631883
4     646322
dtype: float64",fixed 152x152 (2089018456).bmp,blur,,,c,2123954.4,3,,2123954.4,11063666801096.8,fixed,152,152,2089018456
649,,"0    1082817
1    1122950
2    1082652
3    1137737
4    1116350
dtype: float64",random2 200x200 (594662880).bmp,blur,,,c,1108501.2,3,,1108501.2,613240688.6999512,random2,200,200,594662880
650,,"0    188515
1    188961
2    195240
3    188494
4    188821
dtype: float64",fixed 84x84 (35005211).bmp,blur,,,c,190006.2,3,,190006.2,8600057.699996948,fixed,84,84,35005211
651,,"0    1089566
1    1082967
2    1131943
3    1118918
4    1101039
dtype: float64",random2 200x200 (2099086020).bmp,blur,,,c,1104886.6,3,,1104886.6,414730660.3000488,random2,200,200,2099086020
652,,"0    1092311
1    1101780
2    1133051
3    1084909
4    1080537
dtype: float64",random1 200x200 (1600028624).bmp,blur,,,c,1098517.6,3,,1098517.6,437554205.8000488,random1,200,200,1600028624
653,,"0    1084600
1    1080134
2    1361953
3    1083232
4    1084096
dtype: float64",random1 200x200 (620145550).bmp,blur,,,c,1138803.0,3,,1138803.0,15564232790.0,random1,200,200,620145550
654,,"0     3732333
1     4216170
2    25241712
3     3839414
4     3728853
dtype: float64",fixed 368x368 (1264095060).bmp,blur,,,c,8151696.4,3,,8151696.4,91311274338218.3,fixed,368,368,1264095060
655,,"0    1230434
1    1082329
2    1079123
3    1083003
4    1087344
dtype: float64",random1 200x200 (292218004).bmp,blur,,,c,1112446.6,3,,1112446.6,4358906203.300049,random1,200,200,292218004
656,,"0    2844326
1    2446003
2    2441922
3    2393342
4    2489528
dtype: float64",fixed 296x296 (2001100545).bmp,blur,,,c,2523024.2,3,,2523024.2,33421036797.200195,fixed,296,296,2001100545
657,,"0     1144926
1     1082402
2     1078791
3    17219248
4     1114260
dtype: float64",random1 200x200 (749241873).bmp,blur,,,c,4327925.4,3,,4327925.4,51933906337509.8,random1,200,200,749241873
658,,"0    1439575
1    1081611
2    1088486
3    1083284
4    1082619
dtype: float64",random1 200x200 (338888228).bmp,blur,,,c,1155115.0,3,,1155115.0,25293778958.5,random1,200,200,338888228
659,,"0     994083
1    2052483
2    1003990
3     919961
4    1156456
dtype: float64",fixed 184x184 (756898537).bmp,blur,,,c,1225394.6,3,,1225394.6,221160622297.30005,fixed,184,184,756898537
660,,"0    1129263
1    1168273
2    1129648
3    1117963
4    1147968
dtype: float64",fixed 204x204 (1129566413).bmp,blur,,,c,1138623.0,3,,1138623.0,390361837.5,fixed,204,204,1129566413
661,,"0    12387698
1    34796717
2     3641994
3     3682103
4     3717084
dtype: float64",fixed 364x364 (2053999932).bmp,blur,,,c,11645119.2,3,,11645119.2,181715321516987.7,fixed,364,364,2053999932
662,,"0    1677070
1    1671768
2    1687449
3    1674692
4    1690740
dtype: float64",fixed 248x248 (2084420925).bmp,blur,,,c,1680343.8,3,,1680343.8,68692449.20019531,fixed,248,248,2084420925
663,,"0     1083540
1     1107775
2     1083092
3     1119314
4    18367869
dtype: float64",random2 200x200 (959798838).bmp,blur,,,c,4552318.0,3,,4552318.0,59646948057206.5,random2,200,200,959798838
664,,"0    1086166
1    1131559
2    1106292
3    1117143
4    1085815
dtype: float64",random2 200x200 (25750299).bmp,blur,,,c,1105395.0,3,,1105395.0,394126462.5,random2,200,200,25750299
665,,"0    1080387
1    1085058
2    1116170
3    1120612
4    1175147
dtype: float64",random2 200x200 (766480852).bmp,blur,,,c,1115474.8,3,,1115474.8,1435995252.6999512,random2,200,200,766480852
666,,"0    1083623
1    8309358
2    1108179
3    1083596
4    1081953
dtype: float64",random1 200x200 (1264095060).bmp,blur,,,c,2533341.8,3,,2533341.8,10425857270405.7,random1,200,200,1264095060
667,,"0    1892979
1    1890883
2    2103263
3    3601570
4    1886743
dtype: float64",fixed 264x264 (1159126505).bmp,blur,,,c,2275087.6,3,,2275087.6,558377733969.7998,fixed,264,264,1159126505
668,,"0    1090205
1    2679335
2    1086304
3    1373058
4    1078302
dtype: float64",random1 200x200 (155324914).bmp,blur,,,c,1461440.8,3,,1461440.8,479104194927.7002,random1,200,200,155324914
669,,"0    12277936
1     1130750
2     1086743
3     1089851
4     1086783
dtype: float64",random2 200x200 (901471110).bmp,blur,,,c,3334412.6,3,,3334412.6,24996163471685.3,random2,200,200,901471110
670,,"0    573120
1    596133
2    741669
3    630490
4    593828
dtype: float64",fixed 148x148 (1059961393).bmp,blur,,,c,627048.0,3,,627048.0,4529338953.5,fixed,148,148,1059961393
671,,"0    1083333
1    1086804
2    1092845
3    1081550
4    1087531
dtype: float64",random2 200x200 (954978700).bmp,blur,,,c,1086412.6,3,,1086412.6,18977149.300048828,random2,200,200,954978700
672,,"0    312675
1    312821
2    321180
3    313478
4    312971
dtype: float64",fixed 108x108 (278722862).bmp,blur,,,c,314625.0,3,,314625.0,13519066.5,fixed,108,108,278722862
673,,"0    1082567
1    1087021
2    1086242
3    1103194
4    1092989
dtype: float64",random1 200x200 (1350490027).bmp,blur,,,c,1090402.6,3,,1090402.6,65112954.30004883,random1,200,200,1350490027
674,,"0    1093334
1    1094188
2    1080955
3    1083379
4    1081086
dtype: float64",random1 200x200 (84353895).bmp,blur,,,c,1086588.4,3,,1086588.4,43892222.30004883,random1,200,200,84353895
675,,"0    10662149
1     1084209
2     1085968
3     1114266
4     1084426
dtype: float64",random1 200x200 (407487131).bmp,blur,,,c,3006203.6,3,,3006203.6,18316881248968.3,random1,200,200,407487131
676,,"0    2195288
1    2197245
2    2548788
3    9116358
4    2271976
dtype: float64",fixed 284x284 (1141616124).bmp,blur,,,c,3665931.0,3,,3665931.0,9304525726712.0,fixed,284,284,1141616124
677,,"0    727674
1    729698
2    729823
3    728007
4    732934
dtype: float64",fixed 164x164 (1131176229).bmp,blur,,,c,729627.2,3,,729627.2,4354578.699951172,fixed,164,164,1131176229
678,,"0    3035782
1    3120174
2    3092831
3    2972726
4    2941293
dtype: float64",fixed 328x328 (356426808).bmp,blur,,,c,3032561.2,3,,3032561.2,5807240139.699219,fixed,328,328,356426808
679,,"0    52362
1    51587
2    51941
3    52176
4    53091
dtype: float64",fixed 44x44 (1025202362).bmp,blur,,,c,52231.4,3,,52231.4,314655.30000019073,fixed,44,44,1025202362
680,,"0    1287707
1    1100309
2    1084771
3    1103900
4    1091936
dtype: float64",random2 200x200 (250037052).bmp,blur,,,c,1133724.6,3,,1133724.6,7464857660.300049,random2,200,200,250037052
681,,"0    1083153
1    1089820
2    1082060
3    1346296
4    1081813
dtype: float64",random2 200x200 (1113699290).bmp,blur,,,c,1136628.4,3,,1136628.4,13748396390.300049,random2,200,200,1113699290
682,,"0    1085681
1    1285100
2    4471939
3    1099066
4    5688023
dtype: float64",random1 200x200 (87755422).bmp,blur,,,c,2725961.8,3,,2725961.8,4808909177267.699,random1,200,200,87755422
683,,"0     1083812
1     1083727
2     1094414
3    12988517
4     1085592
dtype: float64",random1 200x200 (1760281936).bmp,blur,,,c,3467212.4,3,,3467212.4,28329782345363.3,random1,200,200,1760281936
684,,"0    1085360
1    5764477
2    1047825
3    1084728
4    1091102
dtype: float64",random1 200x200 (552473416).bmp,blur,,,c,2014698.4,3,,2014698.4,4394307209332.3,random1,200,200,552473416
685,,"0    1118994
1    1080192
2    1115520
3    2456950
4    1082039
dtype: float64",random1 200x200 (1389867269).bmp,blur,,,c,1370739.0,3,,1370739.0,369032967179.0,random1,200,200,1389867269
686,,"0    1082167
1    1101353
2    1080210
3    1105236
4    1083153
dtype: float64",random1 200x200 (1714636915).bmp,blur,,,c,1090423.8,3,,1090423.8,141052417.69995117,random1,200,200,1714636915
687,,"0     2029612
1     2262052
2    15701156
3     2076779
4     2060566
dtype: float64",fixed 272x272 (1632621729).bmp,blur,,,c,4826033.0,3,,4826033.0,36967118631834.0,fixed,272,272,1632621729
688,,"0    1085860
1    1087134
2    1086874
3    1090101
4    1090837
dtype: float64",random1 200x200 (1548348142).bmp,blur,,,c,1088161.2,3,,1088161.2,4732568.699951172,random1,200,200,1548348142
689,,"0    1088376
1    1098651
2    1084124
3    1103130
4    1114803
dtype: float64",random1 200x200 (1573363368).bmp,blur,,,c,1097816.8,3,,1097816.8,148519612.69995117,random1,200,200,1573363368
690,,"0    1319301
1    1315281
2    1336197
3    1361495
4    1322812
dtype: float64",fixed 220x220 (1911759956).bmp,blur,,,c,1331017.2,3,,1331017.2,351987315.2001953,fixed,220,220,1911759956
691,,"0    1082054
1    1101637
2    1079459
3    1089005
4    1079481
dtype: float64",random1 200x200 (654887343).bmp,blur,,,c,1086327.2,3,,1086327.2,88465863.19995117,random1,200,200,654887343
692,,"0    1083989
1    1085964
2    8955713
3    1300962
4    1103163
dtype: float64",random2 200x200 (1250718455).bmp,blur,,,c,2705958.2,3,,2705958.2,12214391782265.7,random2,200,200,1250718455
693,,"0    1105926
1    1084038
2    1083595
3    1089466
4    1113884
dtype: float64",random2 200x200 (98768428).bmp,blur,,,c,1095381.8,3,,1095381.8,189029675.19995117,random2,200,200,98768428
694,,"0    1084392
1    1088371
2    1101676
3    1110874
4    1093950
dtype: float64",random2 200x200 (960449276).bmp,blur,,,c,1095852.6,3,,1095852.6,112623505.80004883,random2,200,200,960449276
695,,"0    1104213
1    8984979
2    1080680
3    1082677
4    1078779
dtype: float64",random2 200x200 (232899880).bmp,blur,,,c,2666265.6,3,,2666265.6,12477023902665.8,random2,200,200,232899880
696,,"0    1090927
1    1078443
2    1101588
3    1082417
4    1083013
dtype: float64",random1 200x200 (1605894428).bmp,blur,,,c,1087277.6,3,,1087277.6,84492017.80004883,random1,200,200,1605894428
697,,"0    8908
1    8913
2    8614
3    9015
4    9390
dtype: float64",fixed 16x16 (1714636915).bmp,blur,,,c,8968.0,3,,8968.0,78058.5,fixed,16,16,1714636915
698,,"0    1095946
1    1136870
2    1086941
3    1090742
4    1081480
dtype: float64",random2 200x200 (602713750).bmp,blur,,,c,1098395.8,3,,1098395.8,490550743.1999512,random2,200,200,602713750
699,,"0    1083983
1    1097040
2    1108402
3    1306419
4    1079905
dtype: float64",random2 200x200 (1790746779).bmp,blur,,,c,1135149.8,3,,1135149.8,9292742469.699951,random2,200,200,1790746779
700,,"0    1115551
1    1085980
2    1082518
3    1081587
4    1083073
dtype: float64",random2 200x200 (1585298692).bmp,blur,,,c,1089741.8,3,,1089741.8,210855721.69995117,random2,200,200,1585298692
701,,"0    1086362
1    1080576
2    1081056
3    1085290
4    1124925
dtype: float64",random1 200x200 (1176911340).bmp,blur,,,c,1091641.8,3,,1091641.8,352626036.1999512,random1,200,200,1176911340
702,,"0    1084551
1    1089686
2    1088813
3    1088468
4    1084151
dtype: float64",random2 200x200 (1556677371).bmp,blur,,,c,1087133.8,3,,1087133.8,6670369.699951172,random2,200,200,1556677371
703,,"0    1131003
1    1079511
2    1114946
3    1045213
4    1044753
dtype: float64",random2 200x200 (88885284).bmp,blur,,,c,1083085.2,3,,1083085.2,1556915532.1999512,random2,200,200,88885284
704,,"0    1093107
1    1101838
2    1106500
3    1080438
4    1089991
dtype: float64",random2 200x200 (1427056614).bmp,blur,,,c,1094374.8,3,,1094374.8,104444810.69995117,random2,200,200,1427056614
705,,"0     767997
1     769736
2     919831
3    2295392
4     768527
dtype: float64",fixed 168x168 (1653377373).bmp,blur,,,c,1104296.6,3,,1104296.6,447626312450.30005,fixed,168,168,1653377373
706,,"0    1086816
1    1123527
2    1082930
3    1107864
4    1082680
dtype: float64",random2 200x200 (1258505823).bmp,blur,,,c,1096763.4,3,,1096763.4,332042370.8000488,random2,200,200,1258505823
707,,"0    1089078
1    1069902
2    1082311
3    1110413
4    1084960
dtype: float64",random1 200x200 (1760243555).bmp,blur,,,c,1087332.8,3,,1087332.8,217605699.69995117,random1,200,200,1760243555
708,,"0    1135594
1    1114687
2    1080809
3    1083373
4    1099314
dtype: float64",random2 200x200 (13999837).bmp,blur,,,c,1102755.4,3,,1102755.4,522475466.3000488,random2,200,200,13999837
709,,"0    1047028
1    1082369
2    8238723
3    1086340
4    1081761
dtype: float64",random1 200x200 (950390868).bmp,blur,,,c,2507244.2,3,,2507244.2,10265830255056.7,random1,200,200,950390868
710,,"0    84598
1    84039
2    85660
3    85043
4    83947
dtype: float64",fixed 56x56 (1102520059).bmp,blur,,,c,84657.4,3,,84657.4,511127.29999923706,fixed,56,56,1102520059
711,,"0    446503
1    442296
2    442803
3    477114
4    447049
dtype: float64",fixed 128x128 (1801979802).bmp,blur,,,c,451153.0,3,,451153.0,215151946.5,fixed,128,128,1801979802
712,,"0    1078742
1    1079853
2    1082149
3    1081324
4    1083382
dtype: float64",random1 200x200 (2112255763).bmp,blur,,,c,1081090.0,3,,1081090.0,3368193.5,random1,200,200,2112255763
713,,"0     1519359
1     1515049
2     1548304
3    10731067
4    10308300
dtype: float64",fixed 236x236 (982906996).bmp,blur,,,c,5124415.8,3,,5124415.8,24279932977934.7,fixed,236,236,982906996
714,,"0    1085757
1    1079624
2    1080167
3    1130005
4    1119121
dtype: float64",random2 200x200 (279861221).bmp,blur,,,c,1098934.8,3,,1098934.8,567907931.1999512,random2,200,200,279861221
715,,"0    1091853
1    1215942
2    1099225
3    1080467
4    1087579
dtype: float64",random2 200x200 (211996288).bmp,blur,,,c,1115013.2,3,,1115013.2,3229590014.199951,random2,200,200,211996288
716,,"0    28966
1    28579
2    28365
3    28432
4    27928
dtype: float64",fixed 32x32 (1649760492).bmp,blur,,,c,28454.0,3,,28454.0,140712.5,fixed,32,32,1649760492
